Location,Number of Cows,Farm Size,Product Name,Brand,Price per Unit,Quantity (liters/kg),Total Value,Shelf Life (days),Storage Condition,Quantity Sold (liters/kg),Price per Unit (sold),Approx. Total Revenue(INR),Customer Location,Sales Channel,Quantity in Stock (liters/kg),Minimum Stock Threshold (liters/kg),Reorder Quantity (liters/kg)
Delhi,96,Medium,Curd,Mother Dairy,18.13,219.46,3978.8098,5,Refrigerated,143,21.36,3054.48,Karnataka,Wholesale,76,44.73,134.83
Delhi,83,Small,Curd,Mother Dairy,43.2,294.23,12710.736,6,Refrigerated,35,39.37,1377.95,Kerala,Wholesale,259,68.99,117.13
Delhi,69,Large,Butter,Mother Dairy,47.71,8,381.68,40,Frozen,4,49.78,199.12,Jharkhand,Online,4,72.23,107.43
Karnataka,20,Large,Buttermilk,Sudha,36.91,957.7,35348.707,7,Refrigerated,648,40.11,25991.28,Telangana,Wholesale,309,38.02,192.68
Gujarat,95,Medium,Ice Cream,Mother Dairy,80.74,791.28,63887.9472,27,Frozen,304,77.93,23690.72,Telangana,Retail,487,56.53,139.22
Karnataka,28,Small,Yogurt,Mother Dairy,15.32,205.57,3149.3324,21,Refrigerated,73,11.57,844.61,Delhi,Online,132,98.61,114.37
West Bengal,92,Small,Lassi,Mother Dairy,25.91,749.78,19426.7998,17,Refrigerated,324,21.82,7069.68,Haryana,Wholesale,425,12.49,159.68
Delhi,64,Large,Buttermilk,Sudha,59.08,793.89,46903.0212,8,Refrigerated,226,61.72,13948.72,Telangana,Retail,567,41.32,70.72
Maharashtra,58,Small,Buttermilk,Sudha,36.7,201.09,7380.003,11,Refrigerated,94,40.03,3762.82,Tamil Nadu,Retail,107,98.65,93.27
Gujarat,21,Large,Milk,Raj,32.6,932.1,30386.46,23,Tetra Pack,389,32.83,12770.87,Kerala,Wholesale,543,14.7,65.91
West Bengal,41,Medium,Yogurt,Mother Dairy,58.51,917.28,53670.0528,30,Refrigerated,6,61.17,367.02,Madhya Pradesh,Retail,911,89.64,46.65
Chandigarh,77,Small,Curd,Amul,33.31,963.06,32079.5286,5,Refrigerated,15,36.01,540.15,Bihar,Retail,948,76.59,70.13
Gujarat,40,Large,Lassi,Amul,37.92,452.1,17143.632,16,Refrigerated,409,37.38,15288.42,Haryana,Retail,43,99.51,117.22
Kerala,90,Large,Butter,Parag Milk Foods,68.08,266.24,18125.6192,28,Refrigerated,142,72.95,10358.9,West Bengal,Wholesale,124,28.39,114.85
Chandigarh,13,Large,Paneer,Mother Dairy,22.63,571.67,12936.8921,8,Refrigerated,401,25.34,10161.34,Tamil Nadu,Retail,170,35,52.19
Tamil Nadu,93,Small,Yogurt,Mother Dairy,12.01,643.35,7726.6335,28,Frozen,320,13.71,4387.2,Chandigarh,Wholesale,323,25.65,182.51
Chandigarh,79,Small,Buttermilk,Mother Dairy,51.69,924.2,47771.898,7,Refrigerated,919,51.64,47457.16,Tamil Nadu,Wholesale,5,46.68,162.49
West Bengal,100,Medium,Paneer,Raj,38.43,431.2,16571.016,14,Refrigerated,307,40.75,12510.25,Delhi,Retail,124,52.47,87.38
Chandigarh,27,Small,Butter,Amul,60.74,525.47,31917.0478,28,Refrigerated,237,61.29,14525.73,West Bengal,Retail,288,59.93,179.24
Maharashtra,38,Small,Ghee,Amul,46.01,220.99,10167.7499,108,Ambient,178,42.8,7618.4,Gujarat,Retail,42,44.05,190.86
Delhi,51,Large,Buttermilk,Raj,53.45,361.21,19306.6745,10,Refrigerated,325,50.11,16285.75,Haryana,Retail,36,80.17,152.24
Rajasthan,83,Large,Curd,Raj,51.34,695.49,35706.4566,6,Refrigerated,239,48.26,11534.14,Tamil Nadu,Wholesale,456,35.99,196.75
West Bengal,42,Small,Ghee,Raj,95.16,946.24,90044.1984,147,Ambient,901,98.9,89108.9,West Bengal,Online,45,28.53,41.19
Uttar Pradesh,64,Small,Butter,Warana,53.64,845,45325.8,28,Frozen,170,54.54,9271.8,Gujarat,Retail,675,99.36,89.61
Uttar Pradesh,32,Large,Butter,Mother Dairy,60.24,595.94,35899.4256,32,Frozen,212,62.53,13256.36,Kerala,Retail,383,14.14,102.06
Haryana,42,Medium,Cheese,Britannia Industries,14.13,710.02,10032.5826,71,Frozen,701,12.33,8643.33,Delhi,Retail,9,72.08,190.9
West Bengal,81,Small,Milk,Mother Dairy,13.48,640.3,8631.244,1,Polythene Packet,506,17.37,8789.22,Haryana,Online,134,79.93,30.42
Gujarat,39,Small,Curd,Mother Dairy,93.74,777.23,72857.5402,6,Refrigerated,379,98.57,37358.03,Rajasthan,Wholesale,398,10.52,103.34
Kerala,88,Medium,Ice Cream,Mother Dairy,15.62,164.84,2574.8008,30,Frozen,128,16.7,2137.6,Karnataka,Wholesale,36,94.77,119.93
Karnataka,61,Small,Cheese,Britannia Industries,37.61,280.89,10564.2729,33,Frozen,164,41.61,6824.04,Karnataka,Wholesale,116,93.06,97.87
Kerala,43,Medium,Butter,Amul,41.31,369.67,15271.0677,40,Frozen,233,40.86,9520.38,Chandigarh,Online,136,77.18,162.76
Kerala,99,Medium,Butter,Warana,99.52,269.49,26819.6448,36,Refrigerated,73,104.15,7602.95,Tamil Nadu,Retail,196,12.53,76.77
Maharashtra,69,Small,Cheese,Dynamix Dairies,50.78,295.64,15012.5992,43,Refrigerated,278,50.84,14133.52,Maharashtra,Online,17,45.65,90.81
Karnataka,29,Small,Curd,Amul,31.95,422.15,13487.6925,6,Refrigerated,325,29.32,9529,Gujarat,Online,97,75.75,54.03
Uttar Pradesh,64,Large,Milk,Mother Dairy,59.23,313.91,18592.8893,1,Polythene Packet,9,60.31,542.79,Telangana,Wholesale,304,23.22,160.4
Karnataka,62,Small,Milk,Raj,63.41,726.14,46044.5374,2,Polythene Packet,77,58.71,4520.67,Uttar Pradesh,Retail,649,32.6,45.85
Delhi,68,Medium,Paneer,Mother Dairy,26.13,293.04,7657.1352,8,Refrigerated,137,30.49,4177.13,Rajasthan,Retail,156,71.34,30.91
Delhi,44,Large,Curd,Mother Dairy,88.15,460.57,40599.2455,7,Refrigerated,203,90.14,18298.42,Jharkhand,Online,257,93.42,115.22
Chandigarh,57,Small,Lassi,Amul,42.72,34.61,1478.5392,14,Refrigerated,10,40.85,408.5,Maharashtra,Retail,24,75.41,39.11
Rajasthan,90,Large,Paneer,Raj,91.19,522.24,47623.0656,8,Refrigerated,192,89.41,17166.72,Kerala,Wholesale,330,96.48,171.46
Uttar Pradesh,16,Medium,Cheese,Passion Cheese,46.19,227.25,10496.6775,74,Refrigerated,106,46.42,4920.52,Maharashtra,Wholesale,121,58.07,111.72
Uttar Pradesh,90,Large,Curd,Sudha,93.64,423.01,39610.6564,6,Refrigerated,145,97.68,14163.6,West Bengal,Online,278,45.85,154.67
Kerala,75,Medium,Cheese,Dynamix Dairies,20.84,308.04,6419.5536,38,Frozen,76,16.35,1242.6,Chandigarh,Retail,232,96.35,155.94
Gujarat,13,Medium,Lassi,Raj,39.45,76.32,3010.824,17,Refrigerated,62,44.21,2741.02,Rajasthan,Retail,14,47.73,195.66
Kerala,94,Large,Milk,Amul,46.7,171.51,8009.517,27,Tetra Pack,78,43.99,3431.22,Uttar Pradesh,Wholesale,93,96.66,20.61
Telangana,58,Small,Ice Cream,Palle2patnam,47.56,139.2,6620.352,24,Frozen,107,51.45,5505.15,Uttar Pradesh,Retail,32,44.92,55.08
Rajasthan,70,Medium,Paneer,Sudha,73.76,438.18,32320.1568,8,Refrigerated,379,72.35,27420.65,Madhya Pradesh,Retail,59,52.29,79.52
Maharashtra,51,Large,Ice Cream,Palle2patnam,29.22,450.06,13150.7532,28,Frozen,54,31.47,1699.38,West Bengal,Online,396,84.73,123.32
Delhi,27,Medium,Ice Cream,Palle2patnam,28.79,328.86,9467.8794,26,Frozen,241,29.82,7186.62,West Bengal,Wholesale,87,99.53,58.08
Chandigarh,26,Small,Ghee,Raj,57.4,219,12570.6,66,Ambient,157,58.55,9192.35,Maharashtra,Retail,62,47.66,158.96
Kerala,69,Large,Buttermilk,Amul,61.34,913.1,56009.554,13,Refrigerated,836,66.16,55309.76,Bihar,Retail,77,44.79,90.24
Gujarat,44,Small,Paneer,Raj,23.4,118.89,2782.026,12,Refrigerated,111,26.13,2900.43,West Bengal,Wholesale,7,26.82,164.89
West Bengal,80,Medium,Ghee,Raj,87.89,328.31,28855.1659,144,Ambient,107,87.93,9408.51,Haryana,Online,221,39.81,129.31
Chandigarh,70,Medium,Ice Cream,Mother Dairy,52.51,50.4,2646.504,25,Frozen,8,53.26,426.08,Karnataka,Online,42,14.58,96.39
Bihar,79,Medium,Milk,Raj,96.14,285.91,27487.3874,23,Tetra Pack,226,99.05,22385.3,Uttar Pradesh,Online,59,68.02,168.59
Telangana,28,Large,Milk,Sudha,81.21,8.26,670.7946,27,Tetra Pack,5,83.02,415.1,Delhi,Wholesale,3,87.91,121.99
Bihar,89,Small,Buttermilk,Raj,89.29,861.72,76942.9788,11,Refrigerated,546,92.85,50696.1,Delhi,Online,315,87.12,132.17
Madhya Pradesh,46,Large,Ghee,Sudha,40.5,428.54,17355.87,87,Ambient,341,37.1,12651.1,Maharashtra,Retail,87,20.08,151.38
Delhi,12,Small,Buttermilk,Mother Dairy,53.53,552.22,29560.3366,12,Refrigerated,77,51.76,3985.52,Haryana,Retail,475,74.85,107.75
Uttar Pradesh,13,Small,Paneer,Sudha,15.96,580.5,9264.78,13,Refrigerated,246,18.07,4445.22,Kerala,Retail,334,96.39,99.44
Haryana,77,Small,Ghee,Sudha,41.5,625.8,25970.7,92,Ambient,602,39.09,23532.18,Jharkhand,Online,23,10.38,143.79
Haryana,55,Large,Buttermilk,Mother Dairy,47.5,148.87,7071.325,11,Refrigerated,90,44.56,4010.4,Jharkhand,Retail,58,43.83,199.59
Rajasthan,15,Medium,Buttermilk,Raj,20.87,901.13,18806.5831,11,Refrigerated,120,16.74,2008.8,Delhi,Wholesale,781,52.33,109.28
Haryana,16,Large,Ghee,Mother Dairy,69.34,335.67,23275.3578,77,Ambient,184,71.67,13187.28,Madhya Pradesh,Online,151,15.37,178.33
West Bengal,18,Medium,Yogurt,Palle2patnam,19.79,22.08,436.9632,21,Refrigerated,1,20.45,20.45,West Bengal,Wholesale,21,32.34,70.43
Gujarat,12,Large,Cheese,Dynamix Dairies,75.07,270.62,20315.4434,36,Refrigerated,212,70.43,14931.16,Rajasthan,Retail,58,11.97,84.91
Gujarat,92,Large,Curd,Sudha,57.25,562,32174.5,6,Refrigerated,526,56.3,29613.8,Jharkhand,Wholesale,36,39.48,63.82
West Bengal,34,Medium,Butter,Parag Milk Foods,33.98,8.36,284.0728,35,Frozen,7,35.84,250.88,Uttar Pradesh,Online,1,59.05,197.51
Madhya Pradesh,76,Medium,Buttermilk,Amul,74.96,78.56,5888.8576,8,Refrigerated,38,74.83,2843.54,Madhya Pradesh,Wholesale,40,20.97,189.48
Delhi,48,Medium,Ice Cream,Mother Dairy,36.43,333.95,12165.7985,24,Frozen,154,36.69,5650.26,Kerala,Wholesale,179,57.6,133.8
Kerala,100,Small,Yogurt,Dodla Dairy,18.93,30.84,583.8012,22,Refrigerated,19,17.5,332.5,Haryana,Retail,11,24.34,147.78
Kerala,70,Large,Buttermilk,Amul,92.64,986.37,91377.3168,9,Refrigerated,73,95.34,6959.82,Tamil Nadu,Wholesale,913,42.13,191.76
West Bengal,81,Small,Butter,Amul,92.76,911.55,84555.378,31,Frozen,526,96.17,50585.42,Delhi,Online,385,81.76,156.54
Maharashtra,21,Small,Curd,Amul,88.22,983.13,86731.7286,7,Refrigerated,53,89.94,4766.82,Kerala,Retail,930,14.82,125.72
Kerala,57,Large,Butter,Amul,19.65,127.67,2508.7155,35,Frozen,26,22.59,587.34,Karnataka,Retail,101,82.15,109.14
Delhi,98,Small,Milk,Amul,29.24,45.54,1331.5896,24,Tetra Pack,21,31.9,669.9,Kerala,Online,24,48.13,86.37
Chandigarh,58,Medium,Ice Cream,Dodla Dairy,49.67,934.46,46414.6282,24,Frozen,247,53.89,13310.83,Kerala,Wholesale,687,54.71,182.97
Haryana,47,Large,Ghee,Raj,87.66,779.75,68352.885,65,Ambient,200,83.75,16750,Chandigarh,Retail,579,67.13,80.22
Jharkhand,75,Medium,Ghee,Amul,93.4,9.28,866.752,137,Ambient,2,94.25,188.5,Gujarat,Wholesale,7,98.07,143.28
Haryana,16,Small,Lassi,Raj,67.46,204.46,13792.8716,15,Refrigerated,7,63.79,446.53,Uttar Pradesh,Online,197,62.94,160.93
Telangana,20,Small,Yogurt,Dodla Dairy,85.72,258.37,22147.4764,22,Refrigerated,31,85.15,2639.65,Maharashtra,Retail,227,77.98,182.29
Delhi,59,Medium,Paneer,Sudha,71.97,931.26,67022.7822,10,Refrigerated,443,70.72,31328.96,Bihar,Retail,488,23.16,145.06
Delhi,94,Large,Curd,Sudha,35.11,880.79,30924.5369,6,Refrigerated,587,34,19958,Telangana,Retail,293,76.13,183.06
West Bengal,26,Medium,Yogurt,Palle2patnam,83.66,679.71,56864.5386,25,Frozen,199,84.34,16783.66,Gujarat,Retail,480,83.01,120.99
Chandigarh,56,Medium,Cheese,Amul,50.93,278.59,14188.5887,34,Frozen,53,49.66,2631.98,Uttar Pradesh,Retail,225,98.8,46.38
Delhi,40,Small,Lassi,Amul,47.03,740.51,34826.1853,13,Refrigerated,732,46.47,34016.04,Bihar,Online,8,69.07,41.29
Gujarat,28,Small,Yogurt,Amul,81.42,297.12,24191.5104,30,Refrigerated,134,77.05,10324.7,Madhya Pradesh,Online,163,40.28,42.76
Delhi,10,Medium,Milk,Mother Dairy,14.17,878.52,12448.6284,25,Tetra Pack,639,13.71,8760.69,Gujarat,Retail,239,83,170.31
Tamil Nadu,35,Small,Lassi,Raj,74.59,579.01,43188.3559,18,Refrigerated,62,77.03,4775.86,Kerala,Retail,517,13.81,72.97
Chandigarh,75,Medium,Butter,Warana,53.55,644.45,34510.2975,39,Frozen,434,52.72,22880.48,Gujarat,Online,210,67.99,100.59
Karnataka,33,Large,Butter,Amul,96.59,282.3,27267.357,33,Refrigerated,113,97.75,11045.75,Uttar Pradesh,Retail,169,46.24,193.37
Chandigarh,62,Medium,Yogurt,Amul,69.96,87.8,6142.488,28,Refrigerated,13,66.85,869.05,Maharashtra,Wholesale,74,27.8,131.92
Jharkhand,46,Small,Milk,Raj,72.23,269.62,19474.6526,30,Tetra Pack,103,72.08,7424.24,Bihar,Retail,166,82.71,93.28
Kerala,24,Small,Butter,Parag Milk Foods,66.43,950.95,63171.6085,35,Frozen,397,63.3,25130.1,Tamil Nadu,Retail,553,64.67,163.4
Tamil Nadu,57,Small,Butter,Warana,81.96,461.02,37785.1992,29,Frozen,179,80.75,14454.25,Tamil Nadu,Retail,282,28.62,58.76
Madhya Pradesh,31,Large,Curd,Mother Dairy,22.01,766.18,16863.6218,7,Refrigerated,196,18.2,3567.2,Karnataka,Retail,570,53.95,62.94
Uttar Pradesh,63,Large,Milk,Sudha,54.11,144.22,7803.7442,1,Polythene Packet,20,51.21,1024.2,Tamil Nadu,Wholesale,124,86.7,32.98
Telangana,97,Large,Butter,Mother Dairy,31.34,504.6,15814.164,30,Refrigerated,120,35.44,4252.8,Bihar,Retail,384,97.24,109.06
Delhi,19,Medium,Curd,Sudha,55.6,792.84,44081.904,5,Refrigerated,678,53.21,36076.38,Bihar,Wholesale,114,32,55.07
Jharkhand,41,Medium,Butter,Parag Milk Foods,49.52,421.67,20881.0984,38,Refrigerated,257,45.34,11652.38,Bihar,Retail,164,23.01,22.9
West Bengal,94,Large,Buttermilk,Amul,56.35,199.89,11263.8015,12,Refrigerated,22,56.06,1233.32,Telangana,Wholesale,177,65.79,199.45
Haryana,49,Small,Lassi,Amul,19.02,628.45,11953.119,15,Refrigerated,425,22.71,9651.75,Maharashtra,Wholesale,203,63.53,44.4
Delhi,81,Medium,Lassi,Amul,76.34,259.1,19779.694,18,Refrigerated,121,74.55,9020.55,Jharkhand,Wholesale,138,79.07,169.99
Jharkhand,13,Medium,Lassi,Raj,25.54,147,3754.38,13,Refrigerated,10,27.99,279.9,Jharkhand,Wholesale,137,92.78,130.97
Maharashtra,61,Medium,Milk,Mother Dairy,40.06,72.85,2918.371,25,Tetra Pack,47,40.14,1886.58,Kerala,Wholesale,25,92.19,115.29
Delhi,77,Small,Ghee,Sudha,63.62,813.23,51737.6926,62,Ambient,498,65.1,32419.8,Bihar,Wholesale,315,46.87,111.51
Maharashtra,21,Small,Curd,Mother Dairy,71.91,732.56,52678.3896,5,Refrigerated,343,71.69,24589.67,Uttar Pradesh,Wholesale,389,42.21,159.86
Delhi,95,Medium,Curd,Mother Dairy,90.23,504.07,45482.2361,7,Refrigerated,451,88.87,40080.37,Haryana,Wholesale,53,64.07,37.54
Delhi,97,Large,Milk,Raj,28.46,119.29,3394.9934,29,Tetra Pack,1,24.02,24.02,Kerala,Wholesale,118,78.36,59.64
Telangana,27,Small,Lassi,Raj,24.15,659.91,15936.8265,12,Refrigerated,448,21.68,9712.64,West Bengal,Retail,211,90.57,137.38
Madhya Pradesh,96,Medium,Paneer,Mother Dairy,41.29,206.09,8509.4561,14,Refrigerated,156,42.89,6690.84,Delhi,Wholesale,50,43.42,161.09
Chandigarh,17,Small,Butter,Warana,97.59,703.73,68677.0107,37,Frozen,334,93.1,31095.4,Maharashtra,Retail,369,42.01,74.27
Bihar,41,Small,Milk,Raj,70.17,920.32,64578.8544,1,Polythene Packet,882,65.45,57726.9,Chandigarh,Wholesale,38,37.84,24.49
Madhya Pradesh,34,Medium,Butter,Mother Dairy,69.87,335.09,23412.7383,33,Refrigerated,130,66.95,8703.5,Uttar Pradesh,Online,205,70.25,46.72
Telangana,75,Small,Milk,Sudha,91.06,432.96,39425.3376,2,Polythene Packet,359,95.21,34180.39,Chandigarh,Wholesale,73,27.7,136.23
Chandigarh,22,Large,Curd,Mother Dairy,51.29,330.01,16926.2129,7,Refrigerated,57,50.99,2906.43,Madhya Pradesh,Retail,273,89.41,80.31
Gujarat,19,Large,Lassi,Raj,98.91,566.12,55994.9292,15,Refrigerated,490,95.6,46844,Kerala,Wholesale,76,72.14,94.09
Gujarat,55,Large,Butter,Amul,52.84,934.49,49378.4516,26,Refrigerated,514,54.49,28007.86,Delhi,Online,420,67.94,101.9
Gujarat,27,Small,Buttermilk,Amul,45.36,915.23,41514.8328,7,Refrigerated,614,42.67,26199.38,Kerala,Retail,301,40.77,101.77
Telangana,85,Large,Butter,Mother Dairy,58.51,292.22,17097.7922,38,Frozen,257,53.52,13754.64,Madhya Pradesh,Retail,35,62.82,49.94
Bihar,67,Medium,Curd,Raj,38.01,364.27,13845.9027,7,Refrigerated,23,41.05,944.15,Tamil Nadu,Online,341,88.82,123.34
Maharashtra,25,Medium,Yogurt,Mother Dairy,48.03,730.46,35083.9938,24,Frozen,355,51.28,18204.4,Bihar,Retail,375,77.6,41.06
Jharkhand,39,Medium,Buttermilk,Sudha,31.31,22.91,717.3121,13,Refrigerated,12,34.5,414,Madhya Pradesh,Retail,10,28.96,97.86
Haryana,86,Medium,Lassi,Amul,28.56,471.26,13459.1856,18,Refrigerated,77,26.45,2036.65,Haryana,Online,394,17.66,167.92
Jharkhand,58,Small,Curd,Sudha,80.83,274.27,22169.2441,6,Refrigerated,61,77.58,4732.38,Delhi,Online,213,64.77,81.69
Karnataka,26,Small,Ghee,Sudha,20.82,114.09,2375.3538,137,Ambient,2,24.99,49.98,Jharkhand,Online,112,40.18,88.36
Delhi,96,Small,Milk,Amul,36.35,843.9,30675.765,1,Polythene Packet,125,35.83,4478.75,Chandigarh,Wholesale,718,61.06,139.73
Chandigarh,28,Medium,Paneer,Amul,47.79,895.53,42797.3787,14,Refrigerated,272,43.94,11951.68,Tamil Nadu,Retail,623,66.71,24.9
Uttar Pradesh,50,Small,Curd,Amul,49.23,328.99,16196.1777,6,Refrigerated,12,50.85,610.2,Tamil Nadu,Wholesale,316,22.64,111.36
Jharkhand,59,Medium,Lassi,Sudha,18.81,239.87,4511.9547,12,Refrigerated,29,15.02,435.58,West Bengal,Retail,210,49.59,48.96
Kerala,78,Medium,Lassi,Mother Dairy,36.24,855.8,31014.192,13,Refrigerated,449,34.83,15638.67,West Bengal,Online,406,50.67,166.17
Chandigarh,23,Medium,Yogurt,Mother Dairy,98.49,568.2,55962.018,21,Refrigerated,64,96.5,6176,Gujarat,Wholesale,504,23.35,47.13
Chandigarh,31,Large,Ghee,Raj,15.68,530.11,8312.1248,63,Ambient,463,15.71,7273.73,Delhi,Wholesale,67,60.96,46.64
Delhi,87,Small,Milk,Raj,92.28,37.58,3467.8824,1,Polythene Packet,25,88.58,2214.5,Karnataka,Wholesale,12,41.83,194.21
Tamil Nadu,51,Medium,Ice Cream,Mother Dairy,64.71,542.92,35132.3532,21,Frozen,476,66.34,31577.84,Karnataka,Retail,66,49.73,91.88
Kerala,52,Small,Paneer,Sudha,39.15,845.76,33111.504,7,Refrigerated,201,43.72,8787.72,Chandigarh,Wholesale,644,15.69,137.98
Delhi,52,Small,Buttermilk,Sudha,82.1,634.95,52129.395,14,Refrigerated,72,80.64,5806.08,Karnataka,Retail,562,99.17,89.8
Bihar,50,Large,Paneer,Sudha,18.12,697.08,12631.0896,13,Refrigerated,426,14.24,6066.24,Delhi,Wholesale,271,12.09,106.73
Karnataka,75,Medium,Lassi,Raj,32.99,263.43,8690.5557,13,Refrigerated,248,33.64,8342.72,West Bengal,Online,15,66.09,54.34
Delhi,88,Large,Ice Cream,Dodla Dairy,46.39,621.72,28841.5908,22,Frozen,136,50.59,6880.24,Jharkhand,Wholesale,485,47.95,168.04
Jharkhand,43,Medium,Buttermilk,Mother Dairy,32.44,168.97,5481.3868,13,Refrigerated,97,34.3,3327.1,Rajasthan,Wholesale,71,77.82,40.35
Bihar,52,Small,Paneer,Sudha,78.88,238,18773.44,13,Refrigerated,127,81,10287,Telangana,Online,111,94.08,83.78
Maharashtra,89,Medium,Cheese,Britannia Industries,62.3,722.72,45025.456,76,Refrigerated,309,64.57,19952.13,Uttar Pradesh,Online,413,34.42,56.11
Delhi,51,Medium,Cheese,Dynamix Dairies,36.18,179,6476.22,63,Frozen,73,37.06,2705.38,Maharashtra,Retail,106,31.91,171.59
Rajasthan,15,Large,Lassi,Sudha,99.3,300.05,29794.965,14,Refrigerated,286,104.06,29761.16,Haryana,Online,14,72.11,68.63
Telangana,69,Small,Ice Cream,Mother Dairy,95.41,919.62,87740.9442,29,Frozen,735,97.8,71883,Chandigarh,Online,184,17.64,161.39
West Bengal,33,Large,Milk,Sudha,25.61,165.32,4233.8452,2,Polythene Packet,157,26.48,4157.36,Kerala,Retail,8,11.63,21.99
Chandigarh,49,Large,Butter,Mother Dairy,31.15,173.07,5391.1305,39,Refrigerated,58,33.53,1944.74,Gujarat,Retail,115,97.31,144.26
Uttar Pradesh,28,Small,Lassi,Raj,84.18,684.24,57599.3232,18,Refrigerated,249,83,20667,Karnataka,Retail,435,69.99,145.96
Chandigarh,31,Medium,Curd,Raj,57.38,678.33,38922.5754,6,Refrigerated,7,60.94,426.58,Haryana,Retail,671,43.64,158.24
Delhi,72,Large,Lassi,Sudha,72.39,548.72,39721.8408,14,Refrigerated,257,68.12,17506.84,Jharkhand,Online,291,49.01,143.3
Tamil Nadu,13,Small,Lassi,Raj,92.87,346.67,32195.2429,18,Refrigerated,339,88.88,30130.32,Delhi,Wholesale,7,57.97,75.82
Delhi,30,Medium,Ice Cream,Mother Dairy,15.67,827.06,12960.0302,28,Frozen,450,11.66,5247,Delhi,Retail,377,94.42,142.51
West Bengal,54,Small,Butter,Mother Dairy,93.25,809.24,75461.63,27,Refrigerated,129,89.52,11548.08,Uttar Pradesh,Retail,680,78.95,180.15
Haryana,70,Large,Buttermilk,Sudha,14.69,116.78,1715.4982,14,Refrigerated,37,15.54,574.98,Gujarat,Retail,79,36.47,188.77
Karnataka,22,Small,Milk,Mother Dairy,84.15,571.38,48081.627,1,Polythene Packet,135,85.59,11554.65,Chandigarh,Online,436,80.72,112.1
Uttar Pradesh,100,Medium,Curd,Mother Dairy,69.87,846.35,59134.4745,7,Refrigerated,549,72.65,39884.85,Bihar,Wholesale,297,95.27,81.62
Kerala,56,Medium,Ghee,Amul,36.76,316.81,11645.9356,108,Ambient,305,34.76,10601.8,Uttar Pradesh,Wholesale,11,94.4,27.03
Maharashtra,11,Medium,Curd,Sudha,92,663.66,61056.72,7,Refrigerated,307,90.5,27783.5,Chandigarh,Online,356,62.82,125.15
Chandigarh,74,Small,Butter,Mother Dairy,60.58,69.56,4213.9448,30,Frozen,4,62.92,251.68,Bihar,Online,65,89.84,53.38
Delhi,72,Small,Paneer,Mother Dairy,39.76,460.39,18305.1064,8,Refrigerated,228,40.58,9252.24,Uttar Pradesh,Retail,232,84.82,114.59
Karnataka,65,Small,Milk,Mother Dairy,21.29,677.34,14420.5686,2,Polythene Packet,641,25.78,16524.98,Bihar,Online,36,11.54,94.49
West Bengal,37,Small,Paneer,Mother Dairy,13.92,517.28,7200.5376,11,Refrigerated,190,9.33,1772.7,Madhya Pradesh,Online,327,80.46,79.78
Uttar Pradesh,22,Large,Lassi,Raj,77.35,446.83,34562.3005,15,Refrigerated,157,81.74,12833.18,Bihar,Wholesale,289,96.27,195.96
Bihar,43,Medium,Paneer,Raj,47.93,59.57,2855.1901,8,Refrigerated,20,50.29,1005.8,Jharkhand,Wholesale,39,33.27,177.24
Chandigarh,14,Medium,Cheese,Amul,34.9,535.91,18703.259,30,Frozen,40,36.39,1455.6,Maharashtra,Wholesale,495,19.76,70.23
Tamil Nadu,63,Medium,Paneer,Mother Dairy,68.52,909.45,62315.514,12,Refrigerated,718,71.34,51222.12,Maharashtra,Online,191,48.59,183.72
Chandigarh,74,Large,Yogurt,Mother Dairy,31.03,545.66,16931.8298,28,Refrigerated,541,26.29,14222.89,Rajasthan,Wholesale,4,25.04,159.86
Maharashtra,83,Medium,Ice Cream,Palle2patnam,17.6,578.21,10176.496,30,Frozen,166,19.62,3256.92,Delhi,Retail,412,42.95,98
Delhi,55,Medium,Paneer,Sudha,30.85,641.54,19791.509,14,Refrigerated,420,26.39,11083.8,Bihar,Retail,221,90.91,154.45
Telangana,94,Medium,Ghee,Mother Dairy,86.51,479.76,41504.0376,137,Ambient,48,90.7,4353.6,Haryana,Online,431,85.68,37.77
Delhi,98,Large,Lassi,Mother Dairy,94.29,340.33,32089.7157,18,Refrigerated,324,95.29,30873.96,Karnataka,Online,16,79.04,197.01
Gujarat,29,Large,Milk,Amul,58.36,386.55,22559.058,2,Polythene Packet,298,62.24,18547.52,Madhya Pradesh,Retail,88,81.28,127.3
Jharkhand,89,Large,Cheese,Amul,64.42,946.29,60960.0018,39,Frozen,916,59.5,54502,Delhi,Retail,30,66.87,132.2
Delhi,83,Medium,Cheese,Amul,59.21,881.33,52183.5493,31,Refrigerated,321,55.31,17754.51,Haryana,Retail,560,71.59,23.89
Jharkhand,58,Medium,Curd,Sudha,32.25,70.59,2276.5275,6,Refrigerated,24,36.38,873.12,Jharkhand,Wholesale,46,50.89,57.42
Madhya Pradesh,29,Large,Ice Cream,Amul,73.38,525.08,38530.3704,23,Frozen,455,69.04,31413.2,Delhi,Retail,70,27.44,28.37
Rajasthan,99,Small,Yogurt,Palle2patnam,48.27,845.97,40834.9719,30,Frozen,160,53,8480,Jharkhand,Wholesale,685,10.03,94.47
Haryana,73,Small,Paneer,Raj,91.36,472.75,43190.44,11,Refrigerated,245,91.56,22432.2,Chandigarh,Retail,227,97.44,195.34
Chandigarh,37,Small,Ice Cream,Mother Dairy,70.96,395.78,28084.5488,21,Frozen,386,67.48,26047.28,Bihar,Wholesale,9,10.71,70.63
